tail;head;cost
SmallMolecule2527,Protein6713;SmallMolecule2526;1
SmallMolecule2529,SmallMolecule587,Protein6715;SmallMolecule1131,SmallMolecule586;1
SmallMolecule2530,SmallMolecule582,Protein6716;SmallMolecule2532,SmallMolecule536;1
SmallMolecule2533,Protein6718;SmallMolecule597;1
SmallMolecule2534,Protein6719;SmallMolecule2535;1
SmallMolecule2535,SmallMolecule2777,Protein10941;PhysicalEntity957,SmallMolecule2987;1
SmallMolecule2535,SmallMolecule2988,Protein10942;SmallMolecule2987,SmallMolecule2989;1
SmallMolecule2536,SmallMolecule2537,Protein4092;SmallMolecule1514,SmallMolecule2538;1
SmallMolecule2537,Protein10891;SmallMolecule138,SmallMolecule2948;1
SmallMolecule2537,SmallMolecule2769,Protein10901;SmallMolecule133,SmallMolecule2953;1
SmallMolecule2537,SmallMolecule2770,Complex5437;SmallMolecule2888;1
SmallMolecule2537,SmallMolecule2771,Protein10900;SmallMolecule133,SmallMolecule2769;1
SmallMolecule2537,SmallMolecule2774,Protein10902;SmallMolecule133,SmallMolecule2773;1
SmallMolecule2537,SmallMolecule2953,Protein10901;SmallMolecule133,SmallMolecule2774;1
SmallMolecule2539,Protein6720;SmallMolecule2546;1
SmallMolecule253,SmallMolecule256,Protein1251;SmallMolecule257,SmallMolecule85;1
SmallMolecule254,SmallMolecule273,Protein1256;SmallMolecule274,SmallMolecule85;1
SmallMolecule2554,Protein6728;SmallMolecule2555;1
SmallMolecule2556,Protein6731;SmallMolecule2561;1
SmallMolecule2563,Protein6732;SmallMolecule2565;1
SmallMolecule2567,Protein6735;SmallMolecule2568;1
SmallMolecule2569,Complex2879;SmallMolecule2573;1
SmallMolecule257;SmallMolecule2910;1
SmallMolecule2573,Complex2879;SmallMolecule2569;1
SmallMolecule2581,Protein6062;SmallMolecule2582;1
SmallMolecule2582,SmallMolecule414;SmallMolecule1475,SmallMolecule2799;1
SmallMolecule2586,SmallMolecule2587,Protein6788;SmallMolecule2588;1
SmallMolecule2588,Protein6791;SmallMolecule1064;1
SmallMolecule2592,Complex3494;SmallMolecule146;1
SmallMolecule260,Protein1254;SmallMolecule259;1
SmallMolecule260,Protein6635;SmallMolecule259;1
SmallMolecule2608,SmallMolecule85,Protein6921;SmallMolecule2424,SmallMolecule5;1
SmallMolecule2609,SmallMolecule85,Protein6922;SmallMolecule2585,SmallMolecule5;1
SmallMolecule2610,SmallMolecule85,Complex2937;SmallMolecule253,SmallMolecule5;1
SmallMolecule2611,SmallMolecule123,SmallMolecule146,Complex2938,Protein6600;SmallMolecule146;1
SmallMolecule2613,SmallMolecule353,Protein6959;SmallMolecule2616,SmallMolecule384;1
SmallMolecule2625,Complex2955;SmallMolecule84;1
SmallMolecule2650,PhysicalEntity496;SmallMolecule1514;1
SmallMolecule2654,Complex3496;SmallMolecule2655;1
SmallMolecule2664,Protein7829;SmallMolecule2665;1
SmallMolecule2667;SmallMolecule2676;1
SmallMolecule269,SmallMolecule270,Protein1255;SmallMolecule271,SmallMolecule89;1
SmallMolecule269,SmallMolecule337,Complex1631;SmallMolecule271,SmallMolecule367;1
SmallMolecule269,SmallMolecule514,Complex1629;SmallMolecule516,SmallMolecule527,SmallMolecule85;1
SmallMolecule269,SmallMolecule531,Protein3988;SmallMolecule271,SmallMolecule94;1
SmallMolecule271,Complex2276;SmallMolecule1497,SmallMolecule324;1
SmallMolecule271,SmallMolecule340,Complex1628;SmallMolecule342,SmallMolecule353,SmallMolecule523;1
SmallMolecule271,SmallMolecule367,Complex1631;SmallMolecule269,SmallMolecule337;1
SmallMolecule272,SmallMolecule524,SmallMolecule875,Complex2272;SmallMolecule341,SmallMolecule522,SmallMolecule757;1
SmallMolecule272,SmallMolecule529,SmallMolecule875,Complex2271;SmallMolecule341,SmallMolecule422,SmallMolecule757;1
SmallMolecule2742;SmallMolecule2743;1
SmallMolecule2743;SmallMolecule2744;1
SmallMolecule2760,SmallMolecule2761,Protein10908;SmallMolecule2768,SmallMolecule2954;1
SmallMolecule2760,SmallMolecule2768,Protein10909;SmallMolecule2954,SmallMolecule2955;1
SmallMolecule2760,SmallMolecule2955,Protein10910;SmallMolecule2954,SmallMolecule2956;1
SmallMolecule2762,SmallMolecule2763,Protein10905,Protein10904;SmallMolecule2765,SmallMolecule2954;1
SmallMolecule2762,SmallMolecule2765,Protein10906,Protein10905;SmallMolecule2766,SmallMolecule2954;1
SmallMolecule2762,SmallMolecule2766,Protein10907,Protein10905;SmallMolecule2767,SmallMolecule2954;1
SmallMolecule2762,SmallMolecule2767,Protein10906,Protein10905;SmallMolecule2761,SmallMolecule2954;1
SmallMolecule2762,SmallMolecule2891,Complex5439;SmallMolecule2893,SmallMolecule2894;1
SmallMolecule2770,SmallMolecule534,Protein10865;SmallMolecule2907;1
SmallMolecule2770,SmallMolecule581,Protein10896;SmallMolecule2780,SmallMolecule536;1
SmallMolecule2773,Protein10903;SmallMolecule2763;1
SmallMolecule2775,SmallMolecule584,Protein10940;SmallMolecule2986;1
SmallMolecule2777,SmallMolecule2994,Protein10873;PhysicalEntity962;1
SmallMolecule2777,SmallMolecule2994,Protein10955;PhysicalEntity962;1
SmallMolecule2777,SmallMolecule2994,Protein4156;PhysicalEntity962;1
SmallMolecule2777,SmallMolecule547,Complex1720;PhysicalEntity961;1
SmallMolecule2777,SmallMolecule584,Protein10937;PhysicalEntity956;1
SmallMolecule2777,SmallMolecule584,Protein10950;PhysicalEntity959;1
SmallMolecule2777,SmallMolecule584,Protein10954;PhysicalEntity960;1
SmallMolecule277,SmallMolecule84,Protein1257;SmallMolecule278,SmallMolecule85;1
SmallMolecule2780,SmallMolecule581,Protein10897;SmallMolecule2771,SmallMolecule535;1
SmallMolecule2781,SmallMolecule950,Complex5443;SmallMolecule2902;1
SmallMolecule2782,SmallMolecule405,Protein5294;SmallMolecule2783,SmallMolecule406;1
SmallMolecule2784,Protein10859;SmallMolecule2906;1
SmallMolecule2787,SmallMolecule539,PhysicalEntity948;SmallMolecule256,SmallMolecule2935;1
SmallMolecule2796,SmallMolecule2797;SmallMolecule138,SmallMolecule2798,SmallMolecule414;1
SmallMolecule2798,SmallMolecule502,Protein9341;SmallMolecule2796,SmallMolecule553;1
SmallMolecule2799,SmallMolecule2800;SmallMolecule2801,SmallMolecule85;1
SmallMolecule2799,SmallMolecule403;SmallMolecule3266,SmallMolecule85;1
SmallMolecule279,SmallMolecule84,Protein1258;SmallMolecule280,SmallMolecule85;1
SmallMolecule2800,SmallMolecule2802,SmallMolecule516,SmallMolecule85,Complex4714;SmallMolecule138,SmallMolecule2803,SmallMolecule319,SmallMolecule514;1
SmallMolecule2808;SmallMolecule2809;1
SmallMolecule281,Protein1259;SmallMolecule282;1
SmallMolecule2810;SmallMolecule2811;1
SmallMolecule2875,SmallMolecule345,Complex5436;SmallMolecule2876,SmallMolecule347;1
SmallMolecule2888;SmallMolecule2762;1
SmallMolecule2888,SmallMolecule2897,Protein10833;SmallMolecule2894,SmallMolecule2898;1
SmallMolecule2888,SmallMolecule2898,Protein10836;PhysicalEntity946;1
SmallMolecule289,Protein1263;SmallMolecule290;1
SmallMolecule2890,SmallMolecule2892,Protein10828;SmallMolecule1223,SmallMolecule2891;1
SmallMolecule2891;SmallMolecule2891;1
SmallMolecule2893,SmallMolecule2895,Protein10831;PhysicalEntity945,SmallMolecule2896;1
SmallMolecule2895,SmallMolecule2898,Complex5440;SmallMolecule2896,SmallMolecule2899;1
SmallMolecule2899,Complex5441;SmallMolecule2900;1
SmallMolecule2903,SmallMolecule328,Complex5444;SmallMolecule2904,SmallMolecule330;1
SmallMolecule2904,Protein10856;SmallMolecule2905;1
SmallMolecule2905,SmallMolecule533,Complex5445;SmallMolecule363,SmallMolecule581;1
SmallMolecule2907;SmallMolecule2760;1
SmallMolecule2910,SmallMolecule452,Complex5449;SmallMolecule1587,SmallMolecule2911;1
SmallMolecule2911;SmallMolecule2529;1
SmallMolecule2912,SmallMolecule586,Protein10870;SmallMolecule2913,SmallMolecule587;1
SmallMolecule2912,SmallMolecule586,Protein10872;SmallMolecule2914,SmallMolecule587;1
SmallMolecule2915,SmallMolecule586,Protein10875;SmallMolecule2916,SmallMolecule587;1
SmallMolecule2917,SmallMolecule586,Protein10882;SmallMolecule2918,SmallMolecule587;1
SmallMolecule2919;SmallMolecule2920;1
SmallMolecule2920;SmallMolecule2929;1
SmallMolecule2929;SmallMolecule2934;1
SmallMolecule293,Protein1265;SmallMolecule294;1
SmallMolecule293,Protein1266;SmallMolecule294;1
SmallMolecule2944,Complex5450;SmallMolecule121,SmallMolecule2946;1
SmallMolecule2948,Complex5451;SmallMolecule2949;1
SmallMolecule2949,SmallMolecule405,SmallMolecule85,Complex5451;SmallMolecule2534,SmallMolecule406;1
SmallMolecule295,Complex453;SmallMolecule296;1
SmallMolecule2950,Complex5452;SmallMolecule2951;1
SmallMolecule297,Complex454;SmallMolecule298;1
SmallMolecule2974,Protein10932;SmallMolecule2977,SmallMolecule2978;1
SmallMolecule2975,Protein10931;SmallMolecule2976,SmallMolecule546;1
SmallMolecule2977,SmallMolecule584,Protein10936;SmallMolecule2984,SmallMolecule550;1
SmallMolecule2979,Protein10932;SmallMolecule2977,SmallMolecule2978;1
SmallMolecule2983,Protein10932;SmallMolecule2977,SmallMolecule2978;1
SmallMolecule2984,Complex5480;SmallMolecule2775,SmallMolecule2978;1
SmallMolecule2992,SmallMolecule579,Protein10949;SmallMolecule2993,SmallMolecule588;1
SmallMolecule2,SmallMolecule751,Complex2778;SmallMolecule2370,SmallMolecule5;1
SmallMolecule2,SmallMolecule751,Protein6585;SmallMolecule2370,SmallMolecule5;1
SmallMolecule2,SmallMolecule751,Protein6629;SmallMolecule2370,SmallMolecule5;1
SmallMolecule301,Protein1272;SmallMolecule303;1
SmallMolecule301,Protein1273;SmallMolecule303;1
SmallMolecule301,Protein1274;SmallMolecule303;1
SmallMolecule301,Protein1275;SmallMolecule303;1
SmallMolecule3017,SmallMolecule320;SmallMolecule138,SmallMolecule3020;1
SmallMolecule3021;SmallMolecule3022;1
SmallMolecule3023,SmallMolecule345,Protein11885;SmallMolecule3024,SmallMolecule347;1
SmallMolecule3024;SmallMolecule3025;1
SmallMolecule304,Protein6204;SmallMolecule1955,SmallMolecule335;1
SmallMolecule305,Complex455;SmallMolecule308;1
SmallMolecule3059,SmallMolecule3060,Complex7277;SmallMolecule3061,SmallMolecule3062,SmallMolecule3063;1
SmallMolecule3059,SmallMolecule3060,Complex7279,SmallMolecule3064;SmallMolecule3061,SmallMolecule3062,SmallMolecule3063;1
SmallMolecule3065,SmallMolecule3066,Complex7284;SmallMolecule3064,SmallMolecule3067;1
SmallMolecule311,SmallMolecule46,Complex459;SmallMolecule313,SmallMolecule34;1
SmallMolecule315,Complex2173;SmallMolecule146;1
SmallMolecule315,Complex2944,Protein6961;SmallMolecule146;1
SmallMolecule315,Complex2953;SmallMolecule146;1
SmallMolecule315,Complex3493;SmallMolecule146;1
SmallMolecule315,Complex3499;SmallMolecule146;1
SmallMolecule315,Complex469;SmallMolecule146;1
SmallMolecule315,Complex473;SmallMolecule146;1
SmallMolecule315,Complex4902;SmallMolecule146;1
SmallMolecule315,Complex4915;SmallMolecule146;1
SmallMolecule3157,SmallMolecule514,Protein17015;SmallMolecule2737,SmallMolecule516,SmallMolecule85;1
SmallMolecule3158;SmallMolecule1802,SmallMolecule2739;1
SmallMolecule3159,Protein16938;SmallMolecule3156;1
SmallMolecule3160,Protein16938;SmallMolecule3161;1
SmallMolecule3163,Protein16938;SmallMolecule2738;1
SmallMolecule3171,SmallMolecule3172,SmallMolecule384,Protein17012;SmallMolecule3173,SmallMolecule3174;1
SmallMolecule318,SmallMolecule405,Complex2210;SmallMolecule382,SmallMolecule406;1
SmallMolecule318,SmallMolecule405,Complex6945;SmallMolecule382,SmallMolecule406,SmallMolecule85;1
SmallMolecule318,SmallMolecule405,Complex7281;SmallMolecule382,SmallMolecule406,SmallMolecule85;1
SmallMolecule318,SmallMolecule405,Complex7283;SmallMolecule382,SmallMolecule406,SmallMolecule85;1
SmallMolecule318,SmallMolecule405,Complex9284;SmallMolecule382,SmallMolecule406,SmallMolecule85;1
SmallMolecule318,SmallMolecule405,SmallMolecule43,Complex2209;SmallMolecule1477,SmallMolecule406,SmallMolecule414;1
SmallMolecule318,SmallMolecule405,SmallMolecule43,Protein7629;SmallMolecule1477,SmallMolecule406,SmallMolecule414;1
SmallMolecule318,SmallMolecule405,SmallMolecule710,SmallMolecule85,Complex1960;SmallMolecule1063,SmallMolecule138,SmallMolecule406;1
SmallMolecule318,SmallMolecule405,SmallMolecule763,SmallMolecule85,Complex2064;SmallMolecule1343,SmallMolecule138,SmallMolecule406;1
SmallMolecule318,SmallMolecule405,SmallMolecule763,SmallMolecule85,Protein5500;SmallMolecule1369,SmallMolecule138,SmallMolecule406;1
SmallMolecule318,SmallMolecule405,SmallMolecule763,SmallMolecule85,Protein5502;SmallMolecule1370,SmallMolecule138,SmallMolecule406;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule955,Complex1925;SmallMolecule138,SmallMolecule406,SmallMolecule956;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule957,Protein5201;SmallMolecule138,SmallMolecule406,SmallMolecule958,SmallMolecule959;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule959,Protein5204;SmallMolecule138,SmallMolecule406,SmallMolecule966;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule968,Protein5204;SmallMolecule138,SmallMolecule406,SmallMolecule969;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule972,Protein5208;SmallMolecule138,SmallMolecule406,SmallMolecule973;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule975,Protein5258;SmallMolecule1029,SmallMolecule138,SmallMolecule406;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule975,Protein5241;SmallMolecule138,SmallMolecule406,SmallMolecule980;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule977,Protein5208;SmallMolecule138,SmallMolecule406,SmallMolecule978;1
SmallMolecule318,SmallMolecule405,SmallMolecule85,SmallMolecule981,Protein5244;SmallMolecule138,SmallMolecule406,SmallMolecule982;1
SmallMolecule318,SmallMolecule50,Complex2646;SmallMolecule2032;1
SmallMolecule318,SmallMolecule52,Complex2578;SmallMolecule1943;1
SmallMolecule318,SmallMolecule52,Complex2579;SmallMolecule1943;1
SmallMolecule318,SmallMolecule52,Complex2580;SmallMolecule1943;1
SmallMolecule318,SmallMolecule52,SmallMolecule812,Complex2615;SmallMolecule1934,SmallMolecule2006;1
SmallMolecule318,SmallMolecule763,Complex2070;SmallMolecule1315;1
SmallMolecule318,SmallMolecule763,Complex2083;SmallMolecule1338;1
SmallMolecule318,SmallMolecule763,Complex2085;SmallMolecule1344;1
SmallMolecule318,SmallMolecule763,Complex2086;SmallMolecule1346;1
SmallMolecule318,SmallMolecule763,Complex2087;SmallMolecule1357;1
SmallMolecule318,SmallMolecule76,SmallMolecule812,Complex2568;SmallMolecule1934,SmallMolecule77;1
SmallMolecule318,SmallMolecule775,SmallMolecule799,SmallMolecule85,Protein5014;SmallMolecule138,SmallMolecule800,SmallMolecule801;1
SmallMolecule318,SmallMolecule77,SmallMolecule812,Complex2607;SmallMolecule1934,SmallMolecule1988;1
SmallMolecule318,SmallMolecule812,SmallMolecule813,Protein5018;SmallMolecule138,SmallMolecule750,SmallMolecule814,SmallMolecule815;1
SmallMolecule320,Complex4719;SmallMolecule138,SmallMolecule318;1
SmallMolecule320,SmallMolecule403,Complex689;SmallMolecule138,SmallMolecule404;1
SmallMolecule320,SmallMolecule403,Complex691;SmallMolecule138,SmallMolecule404;1
SmallMolecule320,SmallMolecule403,Complex703;SmallMolecule138,SmallMolecule404;1
SmallMolecule320,SmallMolecule48;SmallMolecule138,SmallMolecule3017;1
SmallMolecule323,SmallMolecule324,Complex481;SmallMolecule325,SmallMolecule326;1
SmallMolecule324,SmallMolecule339,SmallMolecule340,Protein1359;SmallMolecule341,SmallMolecule342;1
SmallMolecule324,SmallMolecule340,SmallMolecule402,SmallMolecule757,SmallMolecule862,Complex1862,Complex1863;SmallMolecule342,SmallMolecule353,SmallMolecule526,SmallMolecule834,SmallMolecule863;1
SmallMolecule324,SmallMolecule340,SmallMolecule402,SmallMolecule757,SmallMolecule864,Complex1862,Complex1863;SmallMolecule342,SmallMolecule353,SmallMolecule526,SmallMolecule834,SmallMolecule865;1
SmallMolecule324,SmallMolecule421,Protein1804;SmallMolecule422,SmallMolecule423;1
SmallMolecule324,SmallMolecule520,Complex2795;SmallMolecule1898,SmallMolecule353;1
SmallMolecule324,SmallMolecule523,SmallMolecule526,Complex2263;SmallMolecule531,SmallMolecule757;1
SmallMolecule324,SmallMolecule761,Complex3882,SmallMolecule1444;SmallMolecule272;1
SmallMolecule324,SmallMolecule782,PhysicalEntity226;SmallMolecule757,SmallMolecule784;1
SmallMolecule324,SmallMolecule835,Complex1862;SmallMolecule836;1
SmallMolecule324,SmallMolecule839,Complex1862;SmallMolecule840;1
SmallMolecule324,SmallMolecule843,Complex1864;SmallMolecule844;1
SmallMolecule324,SmallMolecule847,Complex1864;SmallMolecule848;1
SmallMolecule324,SmallMolecule851,Complex1864;SmallMolecule852;1
SmallMolecule324,SmallMolecule855,Complex1864;SmallMolecule856;1
SmallMolecule324,SmallMolecule859,Complex1864;SmallMolecule860;1
SmallMolecule326;SmallMolecule228;1
SmallMolecule3262;SmallMolecule414;1
SmallMolecule3264;SmallMolecule3265;1
SmallMolecule326,SmallMolecule353,SmallMolecule400,SmallMolecule522,Complex2526;SmallMolecule1863,SmallMolecule272,SmallMolecule401,SmallMolecule524;1
SmallMolecule326,SmallMolecule521,Complex2524;SmallMolecule1638,SmallMolecule337;1
SmallMolecule326,SmallMolecule523,Complex1630;SmallMolecule337,SmallMolecule528;1
SmallMolecule326,SmallMolecule526,SmallMolecule1983,Protein6230;SmallMolecule1982,SmallMolecule757;1
SmallMolecule328,Protein6714;SmallMolecule2528;1
SmallMolecule328,SmallMolecule405,SmallMolecule752,SmallMolecule85,Complex1843;SmallMolecule138,SmallMolecule330,SmallMolecule335,SmallMolecule406,SmallMolecule753;1
SmallMolecule328,SmallMolecule606,PhysicalEntity211;SmallMolecule330,SmallMolecule607;1
SmallMolecule328,SmallMolecule612,PhysicalEntity211;SmallMolecule330,SmallMolecule613;1
SmallMolecule328,SmallMolecule79,Protein1339;SmallMolecule329,SmallMolecule330;1
SmallMolecule330,Protein6004;SmallMolecule757;1
SmallMolecule333,SmallMolecule343,Protein1360;SmallMolecule344,SmallMolecule78;1
SmallMolecule334,SmallMolecule337,SmallMolecule338,Complex502;SmallMolecule326,SmallMolecule334,SmallMolecule339;1
SmallMolecule335,Complex2774;SmallMolecule2369;1
SmallMolecule335,Protein28;SmallMolecule2369;1
SmallMolecule337,SmallMolecule340,SmallMolecule757,Complex2267;SmallMolecule342,SmallMolecule520,SmallMolecule875;1
SmallMolecule337,SmallMolecule528,Complex1630;SmallMolecule326,SmallMolecule523;1
SmallMolecule340,SmallMolecule351,Complex503;SmallMolecule342,SmallMolecule352,SmallMolecule353;1
SmallMolecule340,SmallMolecule400,SmallMolecule85,Complex2266;SmallMolecule342,SmallMolecule353,SmallMolecule401;1
SmallMolecule340,SmallMolecule521,SmallMolecule757,Complex2250;SmallMolecule342,SmallMolecule520,SmallMolecule526;1
SmallMolecule340,SmallMolecule836,Complex1862;SmallMolecule342,SmallMolecule353,SmallMolecule837;1
SmallMolecule340,SmallMolecule840,Complex1862;SmallMolecule342,SmallMolecule353,SmallMolecule841;1
SmallMolecule340,SmallMolecule844,Complex1865;SmallMolecule342,SmallMolecule353,SmallMolecule845;1
SmallMolecule340,SmallMolecule848,Complex1865;SmallMolecule342,SmallMolecule353,SmallMolecule849;1
SmallMolecule340,SmallMolecule852,Complex1865;SmallMolecule342,SmallMolecule353,SmallMolecule853;1
SmallMolecule340,SmallMolecule856,Complex1865;SmallMolecule342,SmallMolecule353,SmallMolecule857;1
SmallMolecule340,SmallMolecule860,Complex1865;SmallMolecule342,SmallMolecule353,SmallMolecule861;1
SmallMolecule340,SmallMolecule882,Complex1879;SmallMolecule342,SmallMolecule353,SmallMolecule880;1
SmallMolecule341,Complex2273;SmallMolecule1497;1
SmallMolecule342,SmallMolecule353,SmallMolecule521,Protein5726;SmallMolecule1491,SmallMolecule340;1
SmallMolecule342,SmallMolecule353,SmallMolecule523,Complex1628;SmallMolecule271,SmallMolecule340;1
SmallMolecule342,SmallMolecule353,SmallMolecule866,Complex1869;SmallMolecule340,SmallMolecule867;1
SmallMolecule342,SmallMolecule353,SmallMolecule880,Complex1879;SmallMolecule340,SmallMolecule882;1
SmallMolecule343,Complex2774;SmallMolecule138;1
SmallMolecule343,Complex2868;SmallMolecule138;1
SmallMolecule343,Complex2870;SmallMolecule138;1
SmallMolecule343,SmallMolecule481,Complex1575;SmallMolecule482,SmallMolecule484;1
SmallMolecule343,SmallMolecule481,Complex1577;SmallMolecule482,SmallMolecule484;1
SmallMolecule343,SmallMolecule482,Complex1575;SmallMolecule484;1
SmallMolecule343,SmallMolecule482,Complex1577;SmallMolecule484;1
SmallMolecule343,SmallMolecule483,Complex1575;SmallMolecule481,SmallMolecule482,SmallMolecule484;1
SmallMolecule343,SmallMolecule485,Complex1575;SmallMolecule484;1
SmallMolecule343,SmallMolecule486,Complex1578;SmallMolecule484,SmallMolecule487;1
SmallMolecule343,SmallMolecule488,Complex1575;SmallMolecule484,SmallMolecule489;1
